"","LIBNAME","STABR","C_LEGBAS","POPU_LSA","CENTLIB","BRANLIB","BKMOB","MASTER","LIBRARIA","TOTINCM","CAP_REV","PRMATEXP","ELMATEXP","OTHMATEX","CAPITAL","BKVOL","EBOOK","VIDEO_PH","AUDIO_PH","VIDEO_DL","AUDIO_DL","VISITS","REGBOR","ELMATCIR","PHYSCIR","KIDCIRCL","PITUSR","LOANTO","LOANFM"
"2250","SUMPTER TOWNSHIP LIBRARY","IL","CI",2047,1,0,0,0,0.75,46668,0,2957,1675,0,3400,29984,43855,379,384,0,31326,763,487,1051,6132,2043,364,3423,3238
"2251","TOLONO PUBLIC LIBRARY DISTRICT","IL","LD",13315,1,0,0,1,3.25,439355,0,18707,18650,9335,0,33883,177613,5161,2725,702,103830,24678,2972,22066,59308,34232,1101,15568,15852
"2252","TOLUCA PUBLIC LIBRARY DISTRICT","IL","LD",1338,1,0,0,0,0.65,32562,30035,3049,370,0,0,13301,45340,445,97,0,18693,1195,744,173,2987,916,191,0,232
"2253","TOULON PUBLIC LIBRARY DISTRICT","IL","LD",2199,1,0,0,0,3,264931,0,10793,450,1028,0,18978,94145,2489,356,2,24890,33103,376,877,19285,2434,6115,2524,1316
"2254","TOWANDA DISTRICT LIBRARY","IL","LD",1939,1,0,0,0.75,2.93,194620,0,22324,1373,1103,0,17276,96990,2430,655,0,18693,3510,369,1535,17746,11573,41,4032,3125
"2255","TREMONT DISTRICT LIBRARY","IL","LD",4937,1,0,0,0.9,1.85,370813,0,28151,13868,9612,135251,20958,74365,2760,925,368,25402,30573,1283,9878,60773,39796,391,7839,14278
"2256","TRENTON PUBLIC LIBRARY","IL","CI",2690,1,0,0,1,1.18,81700,0,17780,2225,500,0,23937,43892,2450,592,0,11067,8008,380,2028,14260,4210,262,4014,5727
"2257","TRI-TOWNSHIP PUBLIC LIBRARY DISTRICT","IL","LD",16886,1,0,0,1,3.94,760986,10000,78373,39186,12000,2037,15574,43855,2537,1802,0,31326,50528,2922,4012,83605,40966,4045,56958,87508
"2258","TUSCOLA PUBLIC LIBRARY","IL","CI",4636,1,0,0,1,1,202254,0,15599,2833,3939,3114,11473,174278,2334,230,608,83161,15554,706,3468,19004,7688,926,5127,4873
"2259","COLONA DISTRICT PUBLIC LIBRARY","IL","LD",6621,1,0,0,0,0.95,334829,0,16832,1000,2898,0,22346,55362,2535,694,782,10147,9258,2151,4167,18472,6841,1577,3019,4771
"2260","UNIVERSITY PARK PUBLIC LIBRARY DISTRICT","IL","LD",7145,1,0,0,0.5,2.38,597277,0,11901,4647,1084,0,27191,21202,3820,738,300,895,10288,4922,200,13383,8243,6750,1922,4415
"2261","URBANA FREE LIBRARY","IL","CI",38336,1,0,0,15.28,20.87,4307638,0,228434,151483,75723,36000,241316,59202,29630,28338,848,33224,168677,13939,102137,514347,198880,16941,66868,39598
"2262","UTICA PUBLIC LIBRARY DISTRICT","IL","LD",2454,1,0,0,0.25,1.03,203251,0,24596,3630,525,0,51054,45478,1737,750,803,8557,7810,925,1705,8743,3495,450,0,147
"2263","VALLEY DISTRICT LIBRARY","IL","LD",596,1,0,0,0,0.56,44995,0,419,0,0,0,8377,20,476,168,0,24667,1984,156,225,1850,1037,163,677,747
"2264","VALMEYER PUBLIC LIBRARY DISTRICT","IL","LD",2490,1,0,0,0,0.25,73304,0,5480,500,350,0,19754,43855,228,456,0,10456,12031,581,560,4422,2414,52,4982,5255
"2265","EVANS PUBLIC LIBRARY DISTRICT","IL","LD",11960,1,0,0,0,2,573632,0,26530,20035,4603,0,37435,43885,5454,2757,0,31326,28082,1047,2787,36066,13096,3352,7674,6799
"2266","VENICE PUBLIC LIBRARY","IL","CI",1498,1,0,0,0,0.7,114768,0,5500,0,0,9500,9588,0,41,113,0,0,1110,42,0,2,0,678,2048,0
"2267","VERMONT PUBLIC LIBRARY","IL","CI",570,1,0,0,0,0.5,26604,0,2692,375,200,2300,7154,20577,421,0,0,0,2270,286,17,965,437,217,0,0
"2268","VERNON AREA PUBLIC LIBRARY DISTRICT","IL","LD",44206,1,0,0,25.13,26.31,8109680,0,265997,438708,88147,1010716,158238,36224,16315,14349,13265,24326,133697,22982,131340,507130,330153,7754,1403,3585
"2269","VICTORIA PUBLIC LIBRARY DISTRICT","IL","LD",769,1,0,0,0.45,0.85,30809,0,793,250,0,0,12880,0,327,150,0,0,3525,360,0,4700,1645,625,0,2
"2270","VIENNA CARNEGIE PUBLIC LIBRARY","IL","CI",1343,1,0,0,0,0.5,25881,0,932,300,0,0,11052,43892,0,158,0,31727,4800,118,1506,4637,715,495,2097,3935
"2271","CAMARGO TOWNSHIP DISTRICT LIBRARY","IL","LD",3963,1,0,0,0,1.94,235881,0,8664,3184,2080,0,15730,100383,2606,826,137,60046,16744,948,3235,18124,5211,4603,4129,5014
"2272","VILLA PARK PUBLIC LIBRARY","IL","CI",22263,1,0,0,9.11,9.11,2508875,0,115001,86279,23518,333618,93831,96228,9366,5226,29069,43088,74944,10709,29409,223878,122433,7284,17653,26445
"2273","VIOLA PUBLIC LIBRARY DISTRICT","IL","LD",2078,1,0,0,0,0.94,134880,22160,13252,350,4162,0,14486,21876,1621,730,2,5734,7646,1474,350,20415,8710,250,3858,1426
"2274","GRAND PRAIRIE OF THE WEST PUBLIC LIBRARY DISTRICT","IL","LD",4547,1,0,0,0,1,159498,0,4396,5380,0,0,29308,54311,1608,280,0,11176,7750,2532,1530,7247,385,852,2266,1147
"2275","VIRGINIA MEMORIAL PUBLIC LIBRARY","IL","CI",1514,1,0,0,0,0.5,53459,0,1356,0,20,0,18950,51000,400,50,0,2200,1119,230,500,3346,996,135,786,489
"2276","WALNUT PUBLIC LIBRARY DISTRICT","IL","LD",1597,1,0,0,0,1.45,120055,0,5584,1500,0,62048,11345,45573,747,0,803,8691,3613,421,1014,6113,3827,653,1010,1306
"2277","WARREN TOWNSHIP PUBLIC LIBRARY","IL","CI",1483,1,0,0,0,1.2,90852,0,5775,1500,580,0,11933,81600,940,114,802,8108,3508,189,17500,9744,14691,510,1035,1730
"2278","WARREN COUNTY PUBLIC LIBRARY DISTRICT","IL","LD",16831,1,3,0,2.28,3.28,777310,0,36980,4818,5267,0,79372,65936,3991,3034,2,22030,47043,2165,4976,75532,23176,3019,13143,8271
"2279","WARREN-NEWPORT PUBLIC LIBRARY DISTRICT","IL","LD",66477,1,0,1,14.84,14.84,6664928,0,194865,209028,69244,304103,142817,55440,23051,15410,44668,61488,154072,36034,104367,373375,162701,14079,1600,2609
"2280","WARRENVILLE PUBLIC LIBRARY DISTRICT","IL","LD",14096,1,0,0,5.63,8.25,2127079,0,97307,72092,17212,0,64840,46371,8128,4862,0,16248,64189,9867,30523,161689,80108,5360,23670,19094
"2281","WARSAW PUBLIC LIBRARY","IL","CI",1510,1,0,0,0,0.93,82704,0,5315,335,262,7520,16033,26457,816,115,0,2,6240,1541,301,5737,567,1872,26,756
"2282","WASHINGTON DISTRICT LIBRARY","IL","LD",24589,1,1,0,2,9.48,1284672,0,72998,17400,19610,94465,65353,63298,13231,5462,2,22004,83613,8695,20435,162573,74647,5825,14770,11855
"2283","MORRISON-TALBOTT LIBRARY","IL","CI",11013,1,0,0,0,3,630412,0,28327,12937,10383,26487,38737,100410,2496,2016,0,55522,32267,2290,15117,70458,33496,1655,21672,77023
"2284","CLINTON TOWNSHIP PUBLIC LIBRARY","IL","CI",1828,1,0,0,0,0.85,117771,0,10926,1000,3526,0,12058,105189,2299,175,834,31831,4166,345,2608,9631,3643,83,2263,1943
"2285","WATSEKA PUBLIC LIBRARY","IL","CI",4679,1,0,0,0,1.5,267664,12775,12106,5551,2000,58978,29831,52622,1192,1328,681,23080,13545,1282,5284,26666,10671,1587,6914,3828
"2286","WAUCONDA AREA PUBLIC LIBRARY DISTRICT","IL","LD",28941,1,0,0,5.14,5.14,3604502,0,135938,151430,38497,32432,77364,162082,15019,7555,45489,117045,75494,6382,48130,312352,169475,8170,1057,3175
"2287","WAUKEGAN PUBLIC LIBRARY","IL","CI",89321,1,1,0,8.44,19.69,5068322,0,118970,184370,38010,0,111485,118148,13925,10799,1853,61511,33754,11325,27553,109182,51870,17734,7121,2739
"2288","WAVERLY PUBLIC LIBRARY","IL","CI",1194,1,0,0,0,0.5,49541,0,2768,0,0,0,15500,0,0,127,0,0,832,606,0,927,67,13,0,0
"2289","WAYNE CITY KISSNER PUBLIC LIBRARY","IL","CI",994,1,0,0,0,0.5,23860,0,1310,275,343,0,11211,0,745,135,0,0,2090,96,0,1849,265,157,1417,157
"2290","WAYNESVILLE TOWNSHIP LIBRARY","IL","CI",640,1,0,0,0,0.53,37996,0,3747,538,75,0,12641,39401,570,417,0,18153,2514,203,119,3213,1503,70,1,96
"2291","WELDON PUBLIC LIBRARY DISTRICT","IL","LD",690,1,0,0,0.75,0.75,93525,0,6411,375,423,0,13462,43855,1539,132,0,10456,6402,333,573,4427,1832,1139,2798,971
"2292","BOND PUBLIC LIBRARY","IL","CI",974,1,0,0,0,0.63,26320,0,1204,0,0,0,24210,0,625,350,0,0,2001,600,0,3700,1755,325,0,134
"2293","WEST CHICAGO PUBLIC LIBRARY DISTRICT","IL","LD",28928,1,0,0,7.2,7.2,2558025,0,79953,44734,30133,0,70785,171377,5899,5932,229,93840,49827,15195,36972,120609,66868,3135,11329,19559
"2294","WEST FRANKFORT PUBLIC LIBRARY","IL","CI",7275,1,0,0,0,0.88,241990,0,18792,450,0,0,29060,43807,428,288,0,31656,12000,384,1422,7589,2055,924,3448,2417
"2295","WEST SALEM PUBLIC LIBRARY","IL","CI",786,1,0,0,0.36,0.6,20841,0,2250,165,40,0,8771,78619,498,80,0,0,1700,150,409,3660,482,240,448,2170
"2296","WESTCHESTER PUBLIC LIBRARY","IL","CI",16892,1,0,0,9.83,10.23,1458894,0,82902,61497,8255,0,69752,558037,5193,5452,49728,446871,53429,3609,18147,63283,28685,10621,10436,11319
"2297","WESTERN DISTRICT LIBRARY","IL","LD",4768,1,0,0,0.75,3.7,302883,0,13921,6284,4249,119279,10849,86118,2039,849,802,26688,11752,1297,2165,17902,9863,3300,3923,3233
"2298","THOMAS FORD MEMORIAL LIBRARY","IL","CI",13629,1,0,0,5.63,7.5,1788795,0,125500,53500,38570,5427,65385,771399,5504,4659,51288,472439,52855,7091,47415,189582,114450,1346,23290,28576
"2299","WESTMONT PUBLIC LIBRARY","IL","CI",24429,1,0,0,6.56,8.44,2130573,0,105982,108409,54527,86100,69886,83237,12943,4979,1279,23397,77348,10454,42175,217584,109650,8808,18548,22755
"2300","WESTVILLE PUBLIC LIBRARY DISTRICT","IL","LD",11499,1,0,0,0,1,288517,0,15214,2547,417,480,41887,285937,4334,2734,0,30,9872,908,964,16526,3512,1369,10733,3433
"2301","WHEATON PUBLIC LIBRARY","IL","CI",53970,1,0,0,11,12,4337555,0,203321,250029,51335,223797,208591,102644,20162,28644,5,41983,221568,25680,156629,918492,481498,15870,7291,16348
"2302","WHITE HALL TOWNSHIP LIBRARY","IL","CI",2557,1,0,0,0,1.05,46349,0,3621,1675,0,0,15693,43879,864,278,0,31592,3510,320,974,3323,1208,221,1777,691
"2303","CARLOCK PUBLIC LIBRARY DISTRICT","IL","LD",2898,1,0,0,0,1.5,205020,0,7199,4463,1333,0,23700,69350,1300,661,2,22099,10494,672,2775,13214,7751,403,1533,3160
"2304","WILLIAM LEONARD PUBLIC LIBRARY DISTRICT","IL","LD",4675,1,0,0,0,0.9,316081,24900,3800,1000,0,0,36700,0,700,115,0,0,1300,1800,0,177,30,1100,17,21
"2305","WILMETTE PUBLIC LIBRARY DISTRICT","IL","LD",28180,1,0,0,20.69,20.69,6164393,33295,355445,687950,106199,1555790,189800,846234,22195,27183,34039,580203,156720,14518,174186,616836,437348,11705,36926,37075
"2306","WILMINGTON PUBLIC LIBRARY DISTRICT","IL","LD",8970,1,0,0,3,6.5,708305,0,51017,19798,29637,0,37063,103966,7873,2526,884,38232,31655,3270,7581,52691,17691,2446,9101,6458
"2307","WINCHESTER PUBLIC LIBRARY","IL","CI",1574,1,0,0,0.75,0.75,43231,185710,8436,300,90,250553,13269,61124,225,259,2,21362,2379,553,1143,3858,882,93,875,732
"2308","WINDSOR STORM MEMORIAL PUBLIC LIBRARY DISTRICT","IL","LD",1397,1,0,0,0,0,97474,0,7041,460,250,0,8377,54338,782,142,0,21281,5647,183,449,5657,1455,266,2521,2244
"2309","WINFIELD PUBLIC LIBRARY","IL","CI",9835,1,0,0,3.15,5.03,974947,58672,57333,49747,12877,63614,40861,704976,2819,1971,23816,486176,23291,4465,23086,47199,26025,944,294,1464
"2310","WINNEBAGO PUBLIC LIBRARY DISTRICT","IL","LD",7299,1,0,0,0,2.05,349642,0,15012,1500,6428,0,44348,0,4440,1993,0,0,5232,4682,0,34259,15674,930,63,616
"2311","WINNETKA-NORTHFIELD PUBLIC LIBRARY DISTRICT","IL","LD",18495,1,1,0,14.06,14.06,4900520,0,208844,314979,69600,946684,77044,35213,10963,4040,6542,18228,121917,12927,82139,329890,206227,7242,16220,21650
"2312","WITT TOWNSHIP MEMORIAL LIBRARY","IL","CI",1043,1,0,0,0,0.34,28347,0,4169,0,0,0,8930,0,1105,60,0,0,850,153,0,1190,127,88,0,229
"2313","WOOD DALE PUBLIC LIBRARY DISTRICT","IL","LD",12866,1,0,1,7.64,11.52,2825245,800000,83180,40301,17620,2222860,54925,101070,7292,1203,1324,45501,27666,3122,13276,58401,28735,3636,14543,4903
"2314","WOOD RIVER PUBLIC LIBRARY","IL","CI",10464,1,0,0,0,2.63,472706,10094,24388,6219,7593,27881,24336,43807,6112,1086,0,31656,21776,1421,2170,39805,15304,1549,8126,8417
"2315","WOODRIDGE PUBLIC LIBRARY","IL","CI",34158,1,0,0,5.63,7.5,3978897,0,194285,123574,61670,29279,131642,142133,20759,12250,6083,53669,113069,22985,64274,443036,225255,13913,36474,42524
"2316","WOODSTOCK PUBLIC LIBRARY","IL","CI",25630,1,0,0,10.05,10.05,1974500,431300,165000,51200,14300,201066,140651,48773,13144,14116,886,17522,148947,14344,48024,163304,84531,12106,24632,21102
"2317","WORDEN PUBLIC LIBRARY DISTRICT","IL","LD",1447,1,0,0,0,0.55,60211,0,3358,375,0,0,6189,43855,361,76,0,31326,1654,249,1118,3051,1443,106,1793,1316
"2318","WORTH PUBLIC LIBRARY DISTRICT","IL","LD",10974,1,0,0,3.61,6.03,882625,0,44161,14137,2164,0,37908,118164,3607,1451,30239,37851,17165,2157,5260,24146,7599,6479,4024,3963
"2319","RAYMOND A SAPP MEMORIAL TOWNSHIP LIBRARY","IL","CI",1242,1,0,0,0,0.55,61850,0,3597,370,550,0,9827,45280,1094,392,0,18507,1475,542,957,1925,939,32,785,783
"2320","WYOMING PUBLIC LIBRARY DISTRICT","IL","LD",2052,1,0,0,0.11,0.79,122281,0,12081,6080,3429,0,14143,66483,2319,487,0,23351,13240,378,2146,17548,8539,865,4527,2463
"2321","YORKVILLE PUBLIC LIBRARY","IL","CI",21533,1,0,0,1,5,1704910,104070,43039,9772,5555,86466,70893,102860,3213,3975,797,30013,55531,4463,16337,80775,47425,2515,7895,15894
"2322","ZEIGLER PUBLIC LIBRARY","IL","CI",1484,1,0,0,0,0.5,20015,0,1792,0,85,0,5043,0,10,0,0,0,2168,332,0,2767,323,2720,0,10
"2323","ZION-BENTON PUBLIC LIBRARY DISTRICT","IL","LD",42836,1,0,0,7.54,15.79,3834265,0,91219,45375,55364,0,91311,134392,16244,7758,902,73349,80238,6319,49441,119157,53759,13167,14247,13381
"2324","VESPASIAN WARNER PUBLIC LIBRARY DISTRICT","IL","LD",10688,1,0,0,2,2,1068244,0,21048,8997,5125,0,28078,32237,8274,1590,197,6575,33320,6704,8891,44770,15659,2861,14959,7066
"2325","WEST UNION DISTRICT LIBRARY","IL","LD",901,1,0,0,0,0.68,47854,0,4626,275,943,0,21249,43855,2961,1158,0,31326,5382,207,61,7864,3340,3000,2083,1668
"2326","BRIGHTON MEMORIAL LIBRARY DISTRICT","IL","LD",2260,1,0,0,0,0.75,70506,0,2276,375,338,74518,12175,19580,1794,365,0,11176,5797,407,2161,16769,6656,422,4455,9665
"2327","FARMERSVILLE-WAGGONER PUBLIC LIBRARY DISTRICT","IL","LD",1415,1,0,0,0,1,102630,0,8903,655,2000,0,25265,45340,3330,306,0,18693,7233,1130,2149,14945,5808,249,179,431
"2328","LINCOLNWOOD PUBLIC LIBRARY DISTRICT","IL","LD",13469,1,0,0,12.31,12.31,3021652,0,94788,97754,59499,155437,42884,815363,8379,2888,53354,554635,58503,5642,28847,136984,72927,6191,26832,12258
"2329","MELROSE PARK PUBLIC LIBRARY","IL","CI",24796,1,0,0,2,3,972114,0,17874,14400,2887,0,25228,71921,2082,295,1783,21095,34580,1737,3911,21002,8174,1624,5448,3613
"2330","SMITHTON PUBLIC LIBRARY DISTRICT","IL","LD",5225,1,0,0,1,1.63,255481,0,15624,10288,2380,339,14672,44227,1867,1051,164,31837,17668,930,3552,22207,11198,702,5243,8916
"2331","FOUR STAR PUBLIC LIBRARY DISTRICT","IL","LD",4337,1,0,0,0,0.75,181091,0,10631,5897,155,39432,18598,683664,431,206,21289,169836,4347,692,1815,7396,4429,520,1318,944
"2332","RAMSEY PUBLIC LIBRARY","IL","CI",911,1,0,0,0,0.58,14726,0,1409,358,0,0,3264,83317,337,1,0,28969,350,70,426,520,53,25,271,105
"2333","WILLIAMSFIELD PUBLIC LIBRARY DISTRICT","IL","LD",2100,1,0,0,0,2.3,200970,0,10777,0,145,2679,8907,41797,1096,483,0,8696,2803,891,1100,4480,2520,22,13,79
"2334","CISSNA PARK COMMUNITY LIBRARY DISTRICT","IL","LD",1687,1,0,0,0,2.05,102604,0,15049,1030,50,0,26538,127726,1202,608,605,75307,3050,643,3011,19168,7169,312,1976,2611
"2335","ARGENTA-OREANA PUBLIC LIBRARY DISTRICT","IL","LD",3861,1,1,0,1,4.08,425094,0,23034,6000,8768,177389,18645,73720,3771,1334,103,36315,7785,707,3440,20716,7357,1049,7364,6693
"2336","HUNTLEY AREA PUBLIC LIBRARY DISTRICT","IL","LD",43839,1,0,0,8.08,10.08,3563577,1018194,148681,97424,64675,4515430,79045,59046,17677,15159,137,31944,131670,11762,76102,358639,165439,4571,15989,21288
"2337","CRESTWOOD PUBLIC LIBRARY DISTRICT","IL","LD",9214,1,0,0,1.75,2.53,614252,0,37882,10743,8125,0,49058,103733,3932,2426,1332,33267,33876,3385,7975,34829,11773,4526,7393,5633
"2338","GLEN CARBON CENTENNIAL LIBRARY DISTRICT","IL","LD",13865,1,0,0,3.45,6.45,718637,0,50548,33531,7437,7750,39058,143215,5848,2109,688,60791,45566,2883,21281,100694,49441,2924,36283,17078
"2339","HUDSON AREA PUBLIC LIBRARY DISTRICT","IL","LD",3395,1,0,0,0,2,259653,0,17913,3073,9077,0,20288,74659,2217,1316,0,23917,13305,1802,3052,28022,15901,575,3215,3902
"2340","ROBERT W. ROWE PUBLIC LIBRARY DISTRICT","IL","LD",4856,1,0,0,1,1,243122,0,27000,4555,712,2722,17551,82185,1673,299,1053,20853,16254,855,2286,10961,3888,541,4382,2960
"2341","DOYLE PUBLIC LIBRARY DISTRICT","IL","LD",1692,1,0,0,0,0.78,63701,0,3160,1950,0,6656,10530,0,664,0,0,985,5424,322,985,6091,2593,780,3524,6472
"2342","CORTLAND COMMUNITY LIBRARY","IL","CI",4398,1,0,0,0,3.5,272965,0,14630,1464,2121,0,19696,95060,5550,1613,715,28695,24840,604,2407,34705,18635,4680,5541,7833
"2343","CRESTON-DEMENT PUBLIC LIBRARY DISTRICT","IL","LD",863,1,0,0,0,0.75,155262,0,8645,2342,1589,1279,13053,112683,1771,604,835,33243,5252,181,970,5869,1618,314,2246,924
"2344","GERMANTOWN PUBLIC LIBRARY DISTRICT","IL","LD",1966,1,0,0,0.5,0.5,82685,0,7508,375,162,75164,10980,43885,834,365,0,10456,3012,526,905,6938,2621,258,2431,2125
"2345","BEECHER COMMUNITY LIBRARY DISTRICT","IL","LD",6789,1,0,0,1,1,379907,0,25922,5920,3040,0,24867,65843,1144,689,1196,12726,12500,1042,3954,26397,12750,405,3334,4458
"2346","CENTRAL CITIZENS' LIBRARY DISTRICT","IL","LD",4258,1,0,0,0.9,1.9,162285,0,20166,7500,13004,12396,51701,156509,3091,1319,1052,91824,18996,1208,2425,13369,6083,205,10375,13636
"2347","CLIFTON PUBLIC LIBRARY","IL","CI",1352,1,0,0,0,0.38,33038,550,157,0,12,0,7535,43807,2136,1,0,31656,1186,132,10,1314,110,245,3017,1974
"2348","SHERMAN PUBLIC LIBRARY DISTRICT","IL","LD",4673,1,0,0,0,2.73,350862,0,14732,3299,3815,0,24622,57698,4189,1386,8,38502,17975,886,5277,29233,19226,1254,5429,6479
"2349","ATHENS MUNICIPAL LIBRARY","IL","CI",1977,1,0,0,0,0.9,42283,0,9251,1300,0,1818,11341,73543,1262,159,103,36659,11031,537,4260,18100,6326,814,18874,14477
"2350","FREEBURG AREA LIBRARY DISTRICT","IL","LD",6061,1,0,0,0,2.4,299241,0,11166,999,1889,18031,37410,43855,2638,2960,3555,10456,15351,1040,1777,22325,9257,156,8308,7619
"2351","PEMBROKE PUBLIC LIBRARY DISTRICT","IL","LD",1843,1,0,0,0.5,1.95,108859,0,2122,1000,150,0,7111,94,595,440,0,0,5312,3161,97,4843,965,940,0,0
"2352","LIMESTONE TOWNSHIP LIBRARY DISTRICT","IL","LD",5003,1,0,0,1,2,280146,0,18248,6376,4783,0,19978,101010,1982,981,715,29222,10920,824,5630,12585,5050,428,3443,3453
"2353","RIVERTON VILLAGE LIBRARY","IL","CI",3532,1,0,0,0,1.35,79858,0,9286,375,815,0,18935,43807,1773,1014,0,10349,6224,272,994,9158,1448,651,3157,3624
"2354","WILLIAMSVILLE PUBLIC LIBRARY AND MUSEUM","IL","CI",1425,1,0,0,0,1.4,131856,0,5895,1975,686,0,16517,688479,2401,608,23418,202691,3780,524,2861,11527,1760,201,4149,6781
"2355","RIVERSIDE PUBLIC LIBRARY","IL","CI",9298,1,0,0,4.13,7.88,1317608,0,36123,22604,3162,459917,49003,754573,5773,3070,23560,525560,51162,4103,17088,97461,38901,2868,11313,15581
"2356","HINCKLEY PUBLIC LIBRARY DISTRICT","IL","LD",2717,1,0,0,1,1.4,224979,47037,16163,1500,3367,38783,17514,82202,1394,1376,1053,20869,12242,642,1729,16186,9721,2236,3516,2995
"2357","TILDEN PUBLIC LIBRARY","IL","CI",750,1,0,0,0,0.4,14184,0,604,216,40,0,4718,0,372,5,0,0,155,86,0,139,40,40,0,119
"2358","MARYVILLE COMMUNITY LIBRARY DISTRICT","IL","LD",10514,1,0,0,0,1,541083,0,8731,10142,4332,168145,6971,43855,1562,565,6000,75181,14353,1222,6343,26323,9974,0,12725,26350
"2359","NEWMAN REGIONAL LIBRARY DISTRICT","IL","LD",1107,1,0,0,0,1.06,82583,0,6825,634,2037,95949,9560,100228,1349,201,137,62047,2247,209,759,2818,356,204,741,547
"2360","CARRIER MILLS-STONEFORT PUBLIC LIBRARY DISTRICT","IL","LD",2636,1,0,0,0,0.75,137700,0,2512,0,31,0,25678,0,2313,721,0,0,4290,153,0,1456,400,525,3180,266
"2361","SUMMIT PUBLIC LIBRARY DISTRICT","IL","LD",11163,1,0,0,0.88,0.88,750815,0,8778,525,1133,0,45777,39376,3960,988,0,0,39289,1483,0,6240,2600,2045,3231,1457
"2362","TRI-CITY PUBLIC LIBRARY DISTRICT","IL","LD",3611,1,0,0,0,0.8,229760,0,10833,2470,1048,0,19392,43855,1546,599,0,10456,7390,442,3601,3330,2748,514,5747,2116
"2363","PHOENIX PUBLIC LIBRARY DISTRICT","IL","LD",1734,1,0,0,0,0,40675,0,800,0,0,0,6100,0,414,25,0,0,5000,500,0,374,143,3800,0,0
"2364","GALATIA PUBLIC LIBRARY DISTRICT","IL","LD",2319,1,0,0,0.03,0.88,212072,0,8252,100,2554,0,12288,6249,794,241,0,0,15839,555,797,6465,655,539,1686,1781
"2365","FRANK BERTETTI BENLD PUBLIC LIBRARY","IL","CI",1464,1,0,0,0,1,77648,0,1664,275,0,13196,8666,43807,361,0,0,31656,2850,232,780,5719,500,901,1316,1727
"2366","WEST SANGAMON PUBLIC LIBRARY DISTRICT","IL","LD",4398,1,0,0,1.05,2.25,183112,0,6738,1017,100,18688,24611,29510,1413,861,103,4770,3243,477,5470,7359,5841,141,8663,7403
"2367","KINMUNDY PUBLIC LIBRARY","IL","CI",733,1,0,0,0,0.38,22275,0,2648,275,0,0,18226,43807,1153,160,0,10349,4173,167,866,4694,1271,702,3987,730
"2368","CHARLES B. PHILLIPS PUBLIC LIBRARY DISTRICT","IL","LD",2971,1,0,0,0,1,246777,0,10465,8268,2540,619654,30100,55722,2700,619,715,10575,6240,480,1609,10679,5878,237,7805,3529
"2369","CHENEYS GROVE TOWNSHIP LIBRARY","IL","CI",675,1,0,0,0,0.98,30941,0,570,0,0,0,8439,0,178,32,0,0,1079,95,565,0,168,38,923,715
"2370","FLANAGAN PUBLIC LIBRARY DISTRICT","IL","LD",1563,1,0,0,0.01,0.45,136046,0,10751,1540,104,0,15247,21006,807,380,0,9746,3016,393,650,5458,2782,468,3054,1056
"2371","WASHINGTON CARNEGIE PUBLIC LIBRARY","IN","LD",16054,1,0,0,1,1,444345,0,20643,18150,4148,0,33584,481710,1006,723,0,180487,59114,2656,10190,34518,19914,11502,1917,3212
"2372","ODON WINKELPLECK PUBLIC LIBRARY","IN","LD",5831,1,0,0,0,0.88,101030,0,8960,400,910,28092,17451,481780,1660,343,0,180487,5610,892,5035,14545,6711,867,1224,1793
"2373","JASPER-DUBOIS COUNTY CONTRACTUAL PUBLIC LIBRARY","IN","LD",33733,1,3,0,3,3,2237590,0,165200,71156,70106,0,144749,481780,22924,13926,0,180487,194302,13664,57120,314921,163722,11898,471,643
"2374","HUNTINGBURG PUBLIC LIBRARY","IN","LD",9904,1,0,0,0,1.7,608078,0,33893,21174,3660,0,28033,481780,1728,892,0,180487,19158,2327,5766,49075,34272,1352,1230,2955
"2375","OWENSVILLE CARNEGIE PUBLIC LIBRARY","IN","LD",4072,1,0,0,0.88,0.88,297893,0,21198,4462,3089,0,22138,481780,3948,391,30443,180487,10445,1019,390,10434,3311,910,0,45
"2376","PRINCETON PUBLIC LIBRARY","IN","LD",11527,1,0,0,2,2,787972,0,34500,10000,14000,0,42350,481780,4830,1270,831,180487,42730,1869,8778,24573,10902,5948,2559,1732
"2377","FORT BRANCH-JOHNSON TOWNSHIP PUBLIC LIBRARY","IN","LD",8866,1,1,0,0.88,1.75,585291,89726,29464,5281,6631,23794,33556,482313,3784,100,0,180621,20124,3124,12021,60402,37544,1677,0,178
"2378","OAKLAND CITY-COLUMBIA TOWNSHIP PUBLIC LIBRARY","IN","LD",6343,1,0,0,1,1,237389,0,9435,2461,2115,0,16932,481780,1577,94,0,180487,7534,1306,4814,12961,6250,674,129,242
"2379","BICKNELL-VIGO TOWNSHIP PUBLIC LIBRARY","IN","LD",4468,1,1,0,0,2,267398,43968,16458,2075,658,15804,50968,98393,1315,361,1144,31795,6324,3838,1312,4795,1867,876,0,52
"2380","KNOX COUNTY PUBLIC LIBRARY","IN","LD",31488,1,0,0,1,2,1772890,0,85379,16484,0,0,66307,5121,5504,2221,341,2636,124400,16851,8900,59028,23903,12865,481,1130
"2381","LOOGOOTEE PUBLIC LIBRARY","IN","LD",5735,1,0,0,0,0.9,409801,45695,19582,0,3519,12700,21120,481782,2989,608,0,180487,12896,784,4230,25945,16068,1508,1026,3102
"2382","SHOALS PUBLIC LIBRARY","IN","LD",4052,1,0,0,0,0.75,76801,0,5117,325,800,0,10124,481780,1043,106,0,180487,5412,277,1392,6513,2605,685,690,618
